#acc	ensGene
Q8NGA8	ENSG00000176695
Q92903	ENSG00000163624
Q8IZQ1	ENSG00000163625
Q8N264	ENSG00000138639
P53779	ENSG00000109339
Q12923	ENSG00000163629
Q3KNW5	ENSG00000145283
Q96KX1	ENSG00000163633
P51825	ENSG00000172493
Q9P2G9	ENSG00000145332
Q7Z5P4	ENSG00000170509
Q8NBQ5	ENSG00000198189
Q9BW91	ENSG00000170502
Q14515	ENSG00000152583
Q9NZW4	ENSG00000152591
Q13316	ENSG00000152592
P21815	ENSG00000029559
Q9NQ76	ENSG00000152595
P10451	ENSG00000118785
Q13563	ENSG00000118762
Q9UNQ0	ENSG00000118777
Q8N3J5	ENSG00000163644
Q8IVU3	ENSG00000138642
Q9UII4	ENSG00000138646
Q3MUY2	ENSG00000255072
Q96I23	ENSG00000145337
Q15034	ENSG00000138641
Q96NT1	ENSG00000177432
O94988	ENSG00000138640
Q4W5G0	ENSG00000180346
Q6ZVF9	ENSG00000185477
P37840	ENSG00000145335
Q13201	ENSG00000138722
Q9C0I3	ENSG00000184305
O43424	ENSG00000152208
Q92858	ENSG00000172238
Q9H4L7	ENSG00000163104
O60760	ENSG00000163106
Q96HC4	ENSG00000163110
O00238	ENSG00000138696
O95185	ENSG00000182168
P29803	ENSG00000163114
Q8N412	ENSG00000163116
P52306	ENSG00000138698
P62079	ENSG00000168785
P06730	ENSG00000151247
P53582	ENSG00000164024
P11766	ENSG00000197894
P08319	ENSG00000198099
P28332	ENSG00000172955
P07327	ENSG00000187758
P00325	ENSG00000196616
P00326	ENSG00000248144
P40394	ENSG00000196344
Q53FE4	ENSG00000138813
Q8TBZ6	ENSG00000145331
P55157	ENSG00000138823
D6RIA3	ENSG00000248713
Q9UN19	ENSG00000070190
Q9UHA4	ENSG00000109270
Q8TBM8	ENSG00000164031
P0C0S5	ENSG00000164032
Q96D03	ENSG00000145358
Q9ULC0	ENSG00000164035
Q08209	ENSG00000138814
Q8NDB2	ENSG00000153064
Q9C0K1	ENSG00000138821
P19838	ENSG00000109320
O00462	ENSG00000109323
P61077	ENSG00000109332
Q8N5K1	ENSG00000145354
Q4ZJI4	ENSG00000164037
A6NJY1	
Q86UD5	ENSG00000164038
Q9BUT1	ENSG00000164039
Q02224	ENSG00000138778
P29371	ENSG00000169836
Q9H2H0	ENSG00000168772
Q6N021	ENSG00000168769
Q9H2U2	ENSG00000138777
Q9NXL2	ENSG00000236699
Q96CB8	ENSG00000138785
Q8NEC7	ENSG00000138780
Q6UXI9	ENSG00000168743
Q8TEA7	ENSG00000145348
Q12904	ENSG00000164022
Q9UBU2	ENSG00000155011
O43252	ENSG00000138801
Q8NHU3	ENSG00000164023
Q7Z449	ENSG00000155016
Q16836	ENSG00000138796
Q9UJU2	ENSG00000138795
P49207	ENSG00000109475
Q9NRP0	ENSG00000198856
Q8TBG4	ENSG00000164089
Q9BXS0	ENSG00000188517
O95487	ENSG00000138802
Q9NWR8	ENSG00000005059
P55212	ENSG00000138794
Q9BZM1	ENSG00000123739
P05156	ENSG00000205403
Q9NY12	ENSG00000109534
O14718	ENSG00000180245
Q3SXY7	ENSG00000183423
P01133	ENSG00000138798
Q9H5J4	ENSG00000170522
Q07075	ENSG00000138792
Q99697	ENSG00000164093
Q8N8J7	ENSG00000174749
O00370	
Q63HQ0	ENSG00000138660
Q96CG3	ENSG00000145365
Q96QP1	ENSG00000073331
Q9H2A3	ENSG00000178403
Q86YA3	ENSG00000138658
Q4G0J3	ENSG00000174720
Q01484	ENSG00000145362
Q13557	ENSG00000145349
Q5FYB0	ENSG00000180801
Q16880	ENSG00000174607
Q9H3R1	ENSG00000138653
Q8N609	ENSG00000174599
O95803	ENSG00000164100
P56730	ENSG00000164099
Q9HCE5	ENSG00000145388
O94855	ENSG00000150961
Q9UMS6	ENSG00000172403
Q9NPC6	ENSG00000172399
Q70EK8	ENSG00000145390
Q8WVX3	ENSG00000164096
P12104	ENSG00000145384
O76074	ENSG00000138735
Q13257	ENSG00000164109
Q9NQX1	ENSG00000138738
Q8TB73	ENSG00000173376
Q96KP6	ENSG00000050730
Q96P65	ENSG00000186867
P08758	ENSG00000164111
Q4W5P6	ENSG00000164112
Q06265	ENSG00000123737
P20248	ENSG00000145386
Q8IWZ6	ENSG00000138686
Q13507	ENSG00000138741
Q2LD37	ENSG00000138688
Q96M93	ENSG00000164113
P60568	ENSG00000109471
Q9HBE4	ENSG00000138684
Q6ZW61	ENSG00000181004
P09038	ENSG00000138685
P53370	ENSG00000170917
Q8NB90	ENSG00000145375
O43609	ENSG00000164056
Q9ULJ7	ENSG00000151458
Q6V0I7	ENSG00000196159
Q9ULD6	ENSG00000164066
Q9H0C2	ENSG00000151475
O95757	ENSG00000164070
O00444	ENSG00000142731
Q8NHS3	ENSG00000164073
Q0P651	ENSG00000164074
Q659C4	ENSG00000138709
O15173	ENSG00000164040
Q6IE81	ENSG00000077684
Q96NL6	ENSG00000151466
Q8N1A6	ENSG00000151470
Q9P2E7	ENSG00000138650
P0CB38	ENSG00000254535
Q9HCL0	ENSG00000189184
Q9UPY5	ENSG00000151012
Q9UK39	ENSG00000151014
Q15723	ENSG00000109381
Q8TDB4	ENSG00000137463
O43677	ENSG00000109390
Q9BXJ9	ENSG00000164134
Q9H082	ENSG00000172007
Q8WTS6	ENSG00000145391
Q99735	ENSG00000085871
Q96JK9	ENSG00000196782
Q9UIL1	ENSG00000153130
O14967	ENSG00000153132
A6NG13	ENSG00000205301
Q8IZ81	ENSG00000179387
P25874	ENSG00000109424
Q6ZT07	ENSG00000109436
Q9ULK6	ENSG00000170153
Q9Y3S2	ENSG00000109445
P40933	ENSG00000164136
O15327	ENSG00000109452
Q8NB14	ENSG00000170185
Q13480	ENSG00000109458
O60264	ENSG00000153147
P0C091	ENSG00000183090
P15421	ENSG00000197465
P06028	ENSG00000250361
P02724	ENSG00000170180
Q96QV1	ENSG00000164161
Q9UM13	ENSG00000164162
P61221	ENSG00000164163
Q01804	ENSG00000164164
Q15797	ENSG00000170365
Q8IVH4	ENSG00000151611
C9J302	ENSG00000237136
Q17R98	ENSG00000151612
P62312	ENSG00000164167
Q0GE19	ENSG00000120519
Q12837	ENSG00000151615
Q8NA56	ENSG00000137473
P25101	ENSG00000151617
Q9NVA4	ENSG00000164168
Q6P2P2	ENSG00000164169
A1A4S6	ENSG00000071205
P08235	ENSG00000151623
Q8N568	ENSG00000170390
P50851	ENSG00000198589
Q9Y586	ENSG00000181541
P61247	ENSG00000145425
Q5HYK7	ENSG00000109686
Q7RTY5	ENSG00000189099
Q05DH4	ENSG00000164142
O75879	ENSG00000059691
Q969H0	ENSG00000109670
Q6P9G4	ENSG00000170006
Q8IY51	ENSG00000169989
P53367	ENSG00000164144
Q9C0D6	ENSG00000137460
Q9C040	ENSG00000109654
Q9BWT6	ENSG00000121211
A2VDJ0	ENSG00000121210
O60603	ENSG00000137462
Q8N4F7	ENSG00000145428
Q96HF1	ENSG00000145423
Q6V1P9	ENSG00000284227, ENSG00000197410
O43660	ENSG00000171566
P02675	ENSG00000171564
P02671	ENSG00000171560
P02679	ENSG00000171557
O95237	ENSG00000121207
Q8TBY0	ENSG00000151962
P49146	ENSG00000185149
Q49MG5	ENSG00000164114
Q02108	ENSG00000164116
Q02153	ENSG00000061918
Q9NY37	ENSG00000256394
P48775	ENSG00000262635, ENSG00000151790
P43234	ENSG00000256043, ENSG00000263238
Q9NRA1	ENSG00000145431
P48167	ENSG00000109738
P42262	ENSG00000120251
Q6UWH4	ENSG00000164125
Q7Z5S9	ENSG00000164124
Q9HBX9	ENSG00000171509
Q504U0	ENSG00000205208
Q16134	ENSG00000171503
Q08752	ENSG00000171497
Q9P278	ENSG00000052795
Q96LM5	ENSG00000164123
Q9Y4G8	ENSG00000109756
Q8N475	ENSG00000168843
Q96HR8	ENSG00000145414
P25929	ENSG00000164128
Q15761	ENSG00000164129
Q9H0I9	ENSG00000151005
Q96EY4	ENSG00000198498
Q8TCQ1	ENSG00000145416
P0DMC3	ENSG00000248329
Q5EBN2	ENSG00000183439
Q96MZ4	ENSG00000250486
Q495X7	ENSG00000176979
Q8IY95	ENSG00000170088
O95198	ENSG00000109466
Q15800	ENSG00000052802
P16870	ENSG00000109472
O43897	ENSG00000038295
Q9BQ16	ENSG00000196104
Q9UJ72	ENSG00000109511
Q8IY21	ENSG00000137628
Q5H9U9	ENSG00000181381
Q8WX93	ENSG00000129116
Q8N4T8	ENSG00000145439
Q7Z6J0	ENSG00000154447
Q96PY6	ENSG00000137601
P51790	ENSG00000109572
Q9NWY4	ENSG00000056050
O75121	ENSG00000198948
Q8N5Z0	ENSG00000109576
Q49A17	ENSG00000174473
Q86SF2	ENSG00000109586
P26583	ENSG00000164104
O75446	ENSG00000164105
O75711	ENSG00000164106
P61296	ENSG00000164107
Q9NRD0	ENSG00000164117
Q9C0F1	ENSG00000164118
P15428	ENSG00000164120
O75311	ENSG00000145451
Q9UKF5	ENSG00000168594
P51674	ENSG00000150625
Q8IZU2	ENSG00000150627
Q8NEY3	ENSG00000150628
Q8WWX0	ENSG00000164122
P61009	ENSG00000129128
P49767	ENSG00000150630
Q8TAT5	ENSG00000109674
P20933	ENSG00000038002
Q9P273	ENSG00000218336
P32321	ENSG00000129187
Q6AWC2	ENSG00000151718
Q8N7P3	ENSG00000177300
A6NM45	ENSG00000185758
Q9NXV6	ENSG00000168564
Q9H160	ENSG00000168556
Q6NW29	ENSG00000182552
Q7Z392	ENSG00000168538
Q9P2F5	ENSG00000173320
Q6UWR7	ENSG00000164303
P14316	ENSG00000168310
P42574	ENSG00000164305
Q96LW4	ENSG00000164306
Q71F23	ENSG00000151725
P33121	ENSG00000151726
A6NFD8	ENSG00000187821
P12235	ENSG00000151729
Q9P2B7	ENSG00000164323
Q9H3E2	ENSG00000109762
Q9P2M1	ENSG00000109771
Q7Z713	ENSG00000186352
Q9NUQ7	ENSG00000109775
A7E2U8	ENSG00000205129
Q8TBZ0	ENSG00000168491
Q53GG5	ENSG00000154553
O94875	ENSG00000154556
O15455	ENSG00000164342
A5PLN7	ENSG00000109794
Q6ZWL3	ENSG00000145476
P03952	ENSG00000164344
P03951	ENSG00000088926
P48039	ENSG00000168412
Q14517	ENSG00000083857
Q96MM3	ENSG00000179059
Q8N7C3	ENSG00000179046
Q8N9V2	ENSG00000184108
Q14331	ENSG00000283153, ENSG00000275145, ENSG00000109536, ENSG00000283630
Q64ET8	ENSG00000274972, ENSG00000205097, ENSG00000285202, ENSG00000285063
P0CJ85	
P0CJ86	
P0CJ87	
P0CJ88	
P0CJ89	
P0CJ90	
Q9UBX2	ENSG00000260596
P0CJ85	
P0CJ86	
P0CJ87	
P0CJ88	
P0CJ89	
P0CJ90	
Q9UBX2	ENSG00000260596
P0CJ85	
P0CJ86	
P0CJ87	
P0CJ88	
P0CJ89	
P0CJ90	
Q9UBX2	ENSG00000260596
P0CJ85	
P0CJ86	
P0CJ87	
P0CJ88	
P0CJ89	
P0CJ90	
Q9UBX2	ENSG00000260596
P0CJ85	
P0CJ86	
P0CJ87	
P0CJ88	
P0CJ89	
P0CJ90	
P0CJ85	
P0CJ86	
P0CJ87	
P0CJ88	
P0CJ89	
P0CJ90	
Q9UBX2	ENSG00000260596
P0CJ85	
P0CJ86	
P0CJ87	
P0CJ88	
P0CJ89	
P0CJ90	
Q9UBX2	ENSG00000260596
P0CJ85	
P0CJ86	
P0CJ87	
P0CJ88	
P0CJ89	
P0CJ90	
Q9UBX2	ENSG00000260596
P0CJ85	
P0CJ86	
P0CJ87	
P0CJ88	
P0CJ89	
P0CJ90	
Q9UBX2	ENSG00000260596
Q96PX9	ENSG00000153404
A6NHZ5	ENSG00000185028
Q96BQ5	ENSG00000164366
P31040	ENSG00000073578
O75340	ENSG00000249915
A9YTQ3	ENSG00000286169
Q8N2X6	
O60645	ENSG00000180104
P48764	ENSG00000066230
Q9P209	ENSG00000112877
O94811	ENSG00000171368
P0C7U3	ENSG00000206077
Q9H8X9	ENSG00000188818
Q9H8M2	ENSG00000028310
Q15645	ENSG00000071539
Q969F2	ENSG00000276920, ENSG00000145506
Q9Y666	ENSG00000113504
Q695T7	ENSG00000174358
Q96N87	ENSG00000164363
O14746	ENSG00000164362
Q96KA5	ENSG00000274811, ENSG00000049656
Q01959	ENSG00000276996, ENSG00000142319
Q8NF37	ENSG00000153395
Q9P0J6	ENSG00000171421
O75380	ENSG00000145494
P78413	ENSG00000113430
Q9BZI1	ENSG00000170561
Q86SI9	ENSG00000186493
P78414	ENSG00000170549
Q8TE57	ENSG00000145536
Q9Y2F5	ENSG00000164151
Q9BTT4	ENSG00000133398
A1L167	ENSG00000215218
Q08J23	ENSG00000037474
P18405	ENSG00000145545
Q5XG87	ENSG00000112941
Q08462	ENSG00000078295
A4QMS7	ENSG00000215217
Q14CZ7	ENSG00000124279
Q9UBK8	ENSG00000124275
Q13591	ENSG00000112902
Q9NYW7	ENSG00000169777
Q6P4H8	ENSG00000150756
P48643	ENSG00000150753
Q96DG6	ENSG00000164237
O60337	ENSG00000145495
Q96C74	ENSG00000145491
A6NCL7	ENSG00000164236
P51397	ENSG00000112977
Q9UQB3	ENSG00000169862
Q8TE73	ENSG00000039139
O75962	ENSG00000038382
Q9NUU6	ENSG00000145569
Q96BN8	ENSG00000154124
Q9HCJ1	ENSG00000154122
Q9UJT9	ENSG00000183580
A6NNE9	ENSG00000183654
Q969S3	ENSG00000173545
Q9H6L5	ENSG00000154153
Q9HD67	ENSG00000145555
P80723	ENSG00000176788
Q13634	ENSG00000145526
P55289	ENSG00000154162
Q9NQV7	ENSG00000164256
Q9Y6N8	ENSG00000040731
Q9ULB4	ENSG00000113100
P55285	ENSG00000113361
Q9NRR4	ENSG00000113360
Q49AR2	ENSG00000082213
O15018	ENSG00000133401
Q9H4A6	ENSG00000113384
Q9C0I1	ENSG00000150712
Q96KR1	ENSG00000056097
P53999	ENSG00000113387
P17342	ENSG00000113389
P26639	ENSG00000113407
P58397	ENSG00000151388
Q9NSD7	ENSG00000277069, ENSG00000182631
Q9UMX9	ENSG00000164175
Q9UHK6	ENSG00000242110
Q9BXJ4	ENSG00000082196
Q9P0K7	ENSG00000039560
Q6PF05	ENSG00000205838
O60671	ENSG00000113456
Q8TDN6	ENSG00000113460
Q5F1R6	ENSG00000168724
Q9BYV1	ENSG00000113492
P16471	ENSG00000113494
Q9C093	ENSG00000152582
P16871	ENSG00000168685
Q8WWF8	ENSG00000152611
Q6NUS8	ENSG00000145626
Q3SY77	ENSG00000168671
Q68DH5	ENSG00000164187
Q13309	ENSG00000145604
Q4G0N4	ENSG00000152620
Q86VV4	ENSG00000164188
P43003	ENSG00000079215
Q6KC79	ENSG00000164190
Q9H799	ENSG00000197603
O75694	ENSG00000113569
Q9NW82	ENSG00000082068
P39905	ENSG00000168621
Q63HQ2	ENSG00000164318
P42702	ENSG00000113594
Q99650	ENSG00000145623
Q6R327	ENSG00000164327
O15117	ENSG00000082074
P02748	ENSG00000113600
P98082	ENSG00000153071
P35408	ENSG00000171522
Q6PID6	ENSG00000113638
Q13131	ENSG00000132356
P61927	ENSG00000145592
Q9BX69	ENSG00000132357
P10643	ENSG00000112936
Q7Z745	ENSG00000171495
P13671	ENSG00000039537
Q63HM9	ENSG00000182836
P55809	ENSG00000083720
A6NDU8	ENSG00000205765
Q9UKT5	ENSG00000151876
P10912	ENSG00000112964
Q4G0S7	ENSG00000198865
P49908	ENSG00000250722
Q3ZCQ2	ENSG00000177721
P52739	ENSG00000172262
Q8IY84	ENSG00000177453
Q01581	ENSG00000112972
Q9NRJ3	ENSG00000151882
Q0VDI3	ENSG00000151881
Q96MH7	ENSG00000172244
Q9H074	ENSG00000172239
Q13423	ENSG00000112992
O15520	ENSG00000070193
Q9NP92	ENSG00000112996
O60741	ENSG00000164588
Q6PCB8	ENSG00000170571
Q8N3A8	ENSG00000151883
P61371	ENSG00000016082
P56199	ENSG00000213949
Q9BRX2	ENSG00000152684
P17301	ENSG00000164171
O96007	ENSG00000164172
O96033	ENSG00000164172
P19883	ENSG00000134363
O43181	ENSG00000164258
Q9NXU5	ENSG00000185305
Q12988	ENSG00000169271
Q96RF0	ENSG00000178996
Q9NQ30	ENSG00000164283
P49863	ENSG00000113088
P12544	ENSG00000145649
Q86Y33	ENSG00000164287
Q8TED1	ENSG00000164294
D6RGH6	ENSG00000234602
P22674	ENSG00000152669
Q7Z478	ENSG00000067248
P42285	ENSG00000039123
O14494	ENSG00000067113
Q8NBW4	ENSG00000177058
Q9NQI0	ENSG00000152670
Q8NI17	ENSG00000164509
P40189	ENSG00000134352
Q3KP44	ENSG00000164512
F2Z3F1	
Q13233	ENSG00000095015
Q8NE22	ENSG00000155542
Q7Z3K6	ENSG00000155545
Q86WP2	ENSG00000062194
Q562R1	ENSG00000169067
Q9NYY3	ENSG00000145632
Q8N292	ENSG00000175857
Q96E17	ENSG00000152932
Q08499	ENSG00000113448
Q8WUY9	ENSG00000035499
A1L3X0	ENSG00000164181
Q13216	ENSG00000049167
Q8N183	ENSG00000164182
Q7Z3B0	ENSG00000188725
Q9HCJ5	ENSG00000130449
Q2M2E5	
O00139	ENSG00000068796
Q9UNQ2	ENSG00000086189
Q9UI26	ENSG00000086200
Q7Z2Q7	ENSG00000186105
P08908	ENSG00000178394
Q86T96	ENSG00000164197
Q6MZT1	ENSG00000186479
A6NKW6	ENSG00000145642
Q8N9Q2	ENSG00000153006
Q6UX04	ENSG00000153015
Q9UKP5	ENSG00000049192
Q9BS16	ENSG00000123219
Q96BP3	ENSG00000113593
P36406	ENSG00000113595
A5PLN9	ENSG00000113597
Q6ZNX1	ENSG00000253251
Q96EQ0	ENSG00000197860
Q9BYT8	ENSG00000123213
Q96RT1	ENSG00000112851
Q8WXA9	ENSG00000153914
O15021	ENSG00000069020
Q99467	ENSG00000134061
P27986	ENSG00000145675
Q8TAD4	ENSG00000145740
P14635	ENSG00000134057
Q9H3R5	ENSG00000153044
P82909	ENSG00000134056, ENSG00000278461
P50613	ENSG00000134058, ENSG00000277273
Q86Z20	ENSG00000183323, ENSG00000277868
Q9Y3D8	ENSG00000085231, ENSG00000279247
Q16594	ENSG00000276463, ENSG00000273841
O75943	ENSG00000276618, ENSG00000152942
Q8N4S9	ENSG00000274671, ENSG00000152939
Q16625	ENSG00000197822
Q13888	ENSG00000276910, ENSG00000145736, ENSG00000275045
Q6P1K8	ENSG00000274675, ENSG00000183474
O75920	ENSG00000205572, ENSG00000277429, ENSG00000278839, ENSG00000172058, ENSG00000275581
Q16637	ENSG00000205571, ENSG00000172062, ENSG00000277773, ENSG00000273772, ENSG00000275349
O75920	ENSG00000205572, ENSG00000277429, ENSG00000278839, ENSG00000172058, ENSG00000275581
Q16637	ENSG00000205571, ENSG00000172062, ENSG00000277773, ENSG00000273772, ENSG00000275349
Q13075	ENSG00000249437, ENSG00000278613
Q13888	ENSG00000276910, ENSG00000145736, ENSG00000275045
Q6P1K8	ENSG00000274675, ENSG00000183474
A6H8Y1	ENSG00000145734, ENSG00000273873
Q9HCC0	ENSG00000131844
Q16568	ENSG00000164326
P46821	ENSG00000131711
Q92552	ENSG00000113048
Q8WV60	ENSG00000049883
Q8N895	ENSG00000178175
Q92973	ENSG00000083312
Q0JRZ9	ENSG00000157107
Q8WVE6	ENSG00000157111
Q8WUU8	ENSG00000164325
Q16676	ENSG00000251493
P20290	ENSG00000145741
Q9H9E1	ENSG00000164331
Q8TED0	ENSG00000164338
Q8N1W1	ENSG00000214944
O14682	ENSG00000171617
P07686	ENSG00000049860
Q969S9	ENSG00000164347
O95478	ENSG00000164346
Q9Y6X4	ENSG00000198780
Q9P109	ENSG00000176928
Q8N7Z5	ENSG00000145700
P04035	ENSG00000113161
Q9Y5P4	ENSG00000113163
Q9UBT6	ENSG00000122008
A6NHY2	ENSG00000189045
Q8NA72	ENSG00000152359
Q496J9	ENSG00000122012
Q13576	ENSG00000145703
O00254	ENSG00000164220
P25116	ENSG00000181104
P55085	ENSG00000164251
Q8WXG8	ENSG00000171643
P24387	ENSG00000145708
Q8N302	ENSG00000164252
Q96IU2	ENSG00000132846
O95263	ENSG00000113231
Q9HAD4	ENSG00000164253
Q5XKR4	ENSG00000171540
O75347	ENSG00000171530
O00203	ENSG00000132842
O15126	ENSG00000085365
Q6ZUX7	ENSG00000145685
P15848	ENSG00000113273
Q9UI17	ENSG00000132837
Q9H2M3	ENSG00000132840
Q93088	ENSG00000145692
Q8N9B5	ENSG00000152409
Q86YM7	ENSG00000152413
Q6PIY7	ENSG00000164329
Q8N3K9	ENSG00000164309
Q5HYI7	ENSG00000177034
P35443	ENSG00000113296
Q86VE9	ENSG00000164300
Q9BXG8	ENSG00000164299
Q7Z3T8	ENSG00000039319
Q6UXP7	ENSG00000152380
A5PLL1	ENSG00000189127
P00374	ENSG00000228716
P20585	ENSG00000113318
O14827	ENSG00000113319
P17540	ENSG00000131730
Q8N567	ENSG00000131732
Q8WYK0	ENSG00000172497
P81877	ENSG00000145687
Q9H0Y0	ENSG00000152348
P62266	ENSG00000186468
Q52LC2	ENSG00000205464
Q8TBQ9	ENSG00000174695
Q13426	ENSG00000152422
P13611	ENSG00000038427
P10915	ENSG00000145681
O43854	ENSG00000164176
P15954	ENSG00000127184
P20936	ENSG00000145715
P51946	ENSG00000134480
Q8NDZ6	ENSG00000164180
Q06413	ENSG00000081189
O15182	ENSG00000153140
Q68D91	ENSG00000176055
O15318	ENSG00000113356
Q7Z3D4	ENSG00000176018
Q8WXG9	ENSG00000164199
Q96B67	ENSG00000113369
P10589	ENSG00000175745
Q8WUF8	ENSG00000113391
Q8N7G0	ENSG00000248483
Q8IV33	ENSG00000185261
Q9BQI6	ENSG00000133302
Q6DN14	ENSG00000175471
Q96LP2	ENSG00000153347
Q6PGP7	ENSG00000198677
Q6UWY0	ENSG00000164291
Q8NGU9	ENSG00000178015
Q8TAC1	ENSG00000175449
Q9BWV2	ENSG00000145757
O94955	ENSG00000164292
P35754	ENSG00000173221
O00472	ENSG00000118985
P29120	ENSG00000175426
P20810	ENSG00000153113
Q9NZ08	ENSG00000164307
Q6P179	ENSG00000164308
Q9UIQ6	ENSG00000113441
Q8N485	ENSG00000145721
Q9BVS4	ENSG00000058729
Q6NW40	ENSG00000174136
O14646	ENSG00000153922
Q8TBP5	ENSG00000174132
Q92187	ENSG00000113532
Q6ZQN7	ENSG00000173930
Q86UG4	ENSG00000205359
P19021	ENSG00000145730
Q9NXP7	ENSG00000145723
O43314	ENSG00000145725
Q96GV9	ENSG00000181751
Q9BQG2	ENSG00000112874
P52803	ENSG00000184349
Q9UF56	ENSG00000145743
P16591	ENSG00000151422
O43164	ENSG00000198961
Q16706	ENSG00000112893
C9JQI7	ENSG00000186952
Q96AG3	ENSG00000164209
Q969D9	ENSG00000145777
Q8NI36	ENSG00000134987
Q16566	ENSG00000152495
Q96DR4	ENSG00000164211
Q16612	ENSG00000134986
Q9HCS5	ENSG00000129595
P25054	ENSG00000134982
P09132	ENSG00000153037
Q00765	ENSG00000129625
Q15695	
Q8IU60	ENSG00000172795
P23508	ENSG00000171444
Q9BXA7	ENSG00000212122
Q9H6S0	ENSG00000047188
Q9H2S1	ENSG00000080709
Q9NQ86	ENSG00000152503
P53609	ENSG00000164219
Q8NEF3	ENSG00000164221
Q96JP0	ENSG00000145780
Q86XR7	ENSG00000243414
Q9Y3B3	ENSG00000134970
Q16878	ENSG00000129596
O94817	ENSG00000145782
Q92572	ENSG00000177879
Q6Q4G3	ENSG00000172901
P0DKL9	ENSG00000268223
Q9Y6G5	ENSG00000145781
Q9H2E6	ENSG00000092421
Q8NBA8	ENSG00000169570
Q9Y485	ENSG00000172869
O95379	ENSG00000145779
P51659	ENSG00000133835
A1A519	ENSG00000164334
Q569H4	ENSG00000184838
Q8N4E7	ENSG00000181867
Q8NEF9	ENSG00000151304
P28300	ENSG00000113083
Q6S9Z5	ENSG00000164185
Q9Y6H5	ENSG00000064692
O60749	ENSG00000205302
Q9Y343	ENSG00000064652
P45877	ENSG00000168938
Q9NQX0	ENSG00000061455
Q8N960	ENSG00000168944
Q9Y6M4	ENSG00000151292
Q9ULD9	ENSG00000168916
Q96HH9	ENSG00000155324
P49419	ENSG00000164904
Q9H814	ENSG00000164902
Q6ZNM6	ENSG00000196900
P20700	ENSG00000113368
Q86UD3	ENSG00000173926
A6NC05	ENSG00000164241
Q96KG7	ENSG00000145794
Q96M27	ENSG00000164244
Q4LDR2	ENSG00000205279
P55011	ENSG00000064651
P35556	ENSG00000138829
Q9Y2P4	ENSG00000113396
Q96CN7	ENSG00000066583
Q8TE59	ENSG00000145808
P59773	ENSG00000186367
Q70JA7	ENSG00000198108
P49773	ENSG00000169567
Q5U5X0	ENSG00000186687
Q9NRR3	ENSG00000158985
Q8TEU7	ENSG00000158987
Q8TF40	ENSG00000217128
A0A087WXM9	ENSG00000239642
Q9UKU0	ENSG00000164398
P08700	ENSG00000164399
P04141	ENSG00000164400
O15460	ENSG00000072682
P50479	ENSG00000131435
Q9H015	ENSG00000197208
O76082	ENSG00000197375
Q8N8D9	
P10914	ENSG00000125347
P05113	ENSG00000113525
Q92878	ENSG00000113522
P35225	ENSG00000169194
P05112	ENSG00000113520
Q9Y496	ENSG00000131437
Q6ZMN8	ENSG00000205089
Q92599	ENSG00000164402
Q2M3V2	ENSG00000198944
Q2M3G4	ENSG00000164403
O60383	ENSG00000164404
O14949	ENSG00000164405
Q969E1	ENSG00000164406
Q9UHB7	ENSG00000072364
Q8TBK6	ENSG00000155329
P34932	ENSG00000170606
Q6MZW2	ENSG00000053108
Q8NC54	ENSG00000113583
P21796	ENSG00000213585
P36402	ENSG00000081059
P63208	ENSG00000113558
P67775	ENSG00000113575
Q8IVW4	ENSG00000006837
P63146	ENSG00000119048
Q96HQ2	ENSG00000237190
Q9NQC1	ENSG00000043143
Q9Y6B6	ENSG00000152700
O95486	ENSG00000113615
P49069	ENSG00000164615
Q7L014	ENSG00000145833
Q7Z6I8	ENSG00000181904
Q96J42	ENSG00000113621
Q9H0N5	ENSG00000132570
Q86XQ3	ENSG00000152705
P78337	ENSG00000069011
Q9H5L9	
O75367	ENSG00000113648
Q8TF63	ENSG00000251380
Q6ZNK6	ENSG00000255833
Q92886	ENSG00000181965
O95715	ENSG00000145824
Q6ZT89	ENSG00000145832
P15248	ENSG00000145839
Q9UKT6	
O14960	ENSG00000145826
Q15582	ENSG00000120708
Q9Y6J3	
Q99717	ENSG00000113658
Q9HCX4	ENSG00000069018
Q08629	ENSG00000152377
Q9UH77	ENSG00000146021
Q13151	ENSG00000177733
Q9UBF9	ENSG00000120729
Q9NZM6	ENSG00000078795
Q9NYF5	ENSG00000031003
Q9H1J5	ENSG00000061492
P56597	ENSG00000112981
Q9H0E9	ENSG00000112983
O95235	ENSG00000112984
Q9UJX2	ENSG00000094880
O60609	ENSG00000146013
P30307	ENSG00000158402
Q9NYF3	ENSG00000120709
Q7LBC6	ENSG00000120733
Q9BRK0	ENSG00000132563
P18146	ENSG00000120738
P62495	ENSG00000120705
P38646	ENSG00000113013
P35221	ENSG00000044115
O43300	ENSG00000146006
Q9H173	ENSG00000120725
P43243	ENSG00000015479
Q9BPZ3	ENSG00000120727
Q9UHI7	ENSG00000170482
Q8WU39	ENSG00000170476
E7EW31	ENSG00000228672
Q86W54	ENSG00000170469
Q9H819	ENSG00000288275, ENSG00000170464
Q19T08	ENSG00000288297, ENSG00000249751
Q86WV6	ENSG00000288243, ENSG00000184584
P62837	ENSG00000131508
Q7LFL8	ENSG00000171604
Q9BQI7	ENSG00000146005
O14511	ENSG00000158458
Q00577	ENSG00000185129
A6NJ69	ENSG00000182700
Q9H1C7	ENSG00000120306
O60925	ENSG00000113068
Q99075	ENSG00000113070
